prefix,resource,entry-number,organisation,reference,entity,start-date,end-date,entry-date,endpoint
brownfield-site,,,local-authority-eng:RDB,BRLBR0040,1801547,,,,
brownfield-site,,,local-authority-eng:KEC,17200005,1801548,,,,
brownfield-site,,,local-authority-eng:WFT,150325,1801549,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-1711,1801550,,,,
brownfield-site,,,local-authority-eng:EAL,SOU9a,1801551,,,,
brownfield-site,,,local-authority-eng:HIL,43151/APP/2017/323,1801552,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0099,1801553,,,,
brownfield-site,,,local-authority-eng:HRW,P/5343/15,1801554,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0036,1801555,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-51,1801556,,,,
brownfield-site,,,local-authority-eng:BEN,BR00090,1801557,,,,
brownfield-site,,,local-authority-eng:HRW,P/3749/16,1801558,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0059,1801559,,,,
brownfield-site,,,local-authority-eng:LBH,BLR010,1801560,,,,
brownfield-site,,,local-authority-eng:HRW,P/3748/16,1801561,,,,
brownfield-site,,,local-authority-eng:WSM,15/11007/FULL,1801562,,,,
brownfield-site,,,local-authority-eng:HRW,P/5545/15,1801563,,,,
brownfield-site,,,local-authority-eng:LEW,CP008,1801564,,,,
brownfield-site,,,local-authority-eng:BEN,BR00030,1801565,,,,
brownfield-site,,,local-authority-eng:BRY,BLR18,1801566,,,,
brownfield-site,,,local-authority-eng:LBH,BLR009,1801567,,,,
brownfield-site,,,local-authority-eng:EAL,OIS4a,1801568,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0045,1801569,,,,
brownfield-site,,,local-authority-eng:HIL,45516/APP/2017/434,1801570,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-0347,1801571,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD58,1801572,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0047,1801573,,,,
brownfield-site,,,local-authority-eng:ISL,P2017/2795/PRA,1801574,,,,
brownfield-site,,,local-authority-eng:BEN,BR00104,1801575,,,,
brownfield-site,,,local-authority-eng:HIL,26134/APP/2016/1987,1801576,,,,
brownfield-site,,,local-authority-eng:WSM,14/11265/FULL,1801577,,,,
brownfield-site,,,local-authority-eng:BEN,BR00002,1801578,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/2824,1801579,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0007,1801580,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0150,1801581,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0027,1801582,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:010008990417,1801583,,,,
brownfield-site,,,local-authority-eng:LEW,BL003,1801584,,,,
brownfield-site,,,local-authority-eng:LEW,FH003,1801585,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0129,1801586,,,,
brownfield-site,,,local-authority-eng:KEC,17200110,1801587,,,,
brownfield-site,,,local-authority-eng:LEW,FH004,1801588,,,,
brownfield-site,,,local-authority-eng:HIL,3894/APP/2017/1314,1801589,,,,
brownfield-site,,,local-authority-eng:EAL,EAL1,1801590,,,,
brownfield-site,,,local-authority-eng:ISL,KC4,1801591,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0082,1801592,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR070,1801593,,,,
brownfield-site,,,local-authority-eng:HIL,2342/APP/2015/624,1801594,,,,
brownfield-site,,,local-authority-eng:EAL,EAL17a,1801595,,,,
brownfield-site,,,local-authority-eng:LEW,PV004,1801596,,,,
brownfield-site,,,local-authority-eng:BEN,BR00098,1801597,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2014/1041,1801598,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/3729,1801599,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0007,1801600,,,,
brownfield-site,,,local-authority-eng:NWM,HSG32,1801601,,,,
brownfield-site,,,local-authority-eng:BNE,15/03198/FUL,1801602,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2009/1532,1801603,,,,
brownfield-site,,,local-authority-eng:LND,16/00590/FULL,1801604,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2259,1801605,,,,
brownfield-site,,,local-authority-eng:BEN,BR00094,1801606,,,,
brownfield-site,,,local-authority-eng:BEN,BR00031,1801607,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR024,1801608,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0110,1801609,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0019,1801610,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR051,1801611,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0139,1801612,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0021,1801613,,,,
brownfield-site,,,local-authority-eng:BNE,B/03816/13,1801614,,,,
brownfield-site,,,local-authority-eng:LEW,EV009,1801615,,,,
brownfield-site,,,local-authority-eng:BNE,16/3417/PNO,1801616,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0018,1801617,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0070,1801618,,,,
brownfield-site,,,local-authority-eng:BEN,BR00060,1801619,,,,
brownfield-site,,,local-authority-eng:BEN,BR00044,1801620,,,,
brownfield-site,,,local-authority-eng:WFT,LHCSS17310026,1801621,,,,
brownfield-site,,,local-authority-eng:BNE,F/03933/13,1801622,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF008,1801623,,,,
brownfield-site,,,local-authority-eng:MRT,14/P3574,1801624,,,,
brownfield-site,,,local-authority-eng:LEW,TH001,1801625,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0063,1801626,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0125,1801627,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0041,1801628,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0019,1801629,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0024,1801630,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-64,1801631,,,,
brownfield-site,,,local-authority-eng:MRT,13/P3761,1801632,,,,
brownfield-site,,,local-authority-eng:BNE,15/04738/FUL,1801633,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-3886,1801634,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0060,1801635,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0054,1801636,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-3104,1801637,,,,
brownfield-site,,,local-authority-eng:LEW,LC006,1801638,,,,
brownfield-site,,,local-authority-eng:HRW,P/4225/15,1801639,,,,
brownfield-site,,,local-authority-eng:EAL,164866FUL,1801640,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0170,1801641,,,,
brownfield-site,,,local-authority-eng:HRW,P/2516/16,1801642,,,,
brownfield-site,,,local-authority-eng:LEW,SD002,1801643,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0030,1801644,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0065,1801645,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0098,1801646,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0038,1801647,,,,
brownfield-site,,,local-authority-eng:NWM,HSG35,1801648,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0052,1801649,,,,
brownfield-site,,,local-authority-eng:NWM,HSG28,1801650,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0101,1801651,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/1564/FUL,1801652,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0051,1801653,,,,
brownfield-site,,,local-authority-eng:BNE,16/3262/FUL,1801654,,,,
brownfield-site,,,local-authority-eng:NWM,HSG16,1801655,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0017,1801656,,,,
brownfield-site,,,local-authority-eng:NWM,HSG25,1801657,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD22,1801658,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR069,1801659,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0101,1801660,,,,
brownfield-site,,,local-authority-eng:LEW,NX005,1801661,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0021,1801662,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC038,1801663,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC002,1801664,,,,
brownfield-site,,,local-authority-eng:HRW,P/4809/16,1801665,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0037,1801666,,,,
brownfield-site,,,local-authority-eng:HIL,12571/APP/2015/3649,1801667,,,,
brownfield-site,,,local-authority-eng:LEW,BL004,1801668,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP19,1801669,,,,
brownfield-site,,,local-authority-eng:HRW,P/1727/17/PRIOR,1801670,,,,
brownfield-site,,,local-authority-eng:HRW,P/0120/17,1801671,,,,
brownfield-site,,,local-authority-eng:HRW,P/2542/14,1801672,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/40,1801673,,,,
brownfield-site,,,local-authority-eng:BEN,BR00029,1801674,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0018,1801675,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-0322,1801676,,,,
brownfield-site,,,local-authority-eng:HIL,23156/APP/2016/1284,1801677,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0055,1801678,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0070,1801679,,,,
brownfield-site,,,local-authority-eng:BEN,BR00058,1801680,,,,
brownfield-site,,,local-authority-eng:BRY,BLR61,1801681,,,,
brownfield-site,,,local-authority-eng:NWM,HSG10,1801682,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0027,1801683,,,,
brownfield-site,,,local-authority-eng:ISL,NH9,1801684,,,,
brownfield-site,,,local-authority-eng:HIL,70877/APP/2017/1652,1801685,,,,
brownfield-site,,,local-authority-eng:HIL,8396/APP/2016/777,1801686,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/27,1801687,,,,
brownfield-site,,,local-authority-eng:LEW,EV007,1801688,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-72,1801689,,,,
brownfield-site,,,local-authority-eng:MRT,15/P2082,1801690,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0011,1801691,,,,
brownfield-site,,,local-authority-eng:EAL,EAL4b,1801692,,,,
brownfield-site,,,local-authority-eng:HIL,72234/APP/2016/3531,1801693,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR020,1801694,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP7,1801695,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/3494/FUL,1801696,,,,
brownfield-site,,,local-authority-eng:BRY,BLR48,1801697,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0051,1801698,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-30,1801699,,,,
brownfield-site,,,local-authority-eng:ISL,TRAJ3,1801700,,,,
brownfield-site,,,local-authority-eng:BEN,BR00105,1801701,,,,
brownfield-site,,,local-authority-eng:LEW,BK008,1801702,,,,
brownfield-site,,,local-authority-eng:HRW,Site Allocations H15,1801703,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-2709,1801704,,,,
brownfield-site,,,local-authority-eng:BNE,H/05833/14,1801705,,,,
brownfield-site,,,local-authority-eng:BRY,BLR40,1801706,,,,
brownfield-site,,,local-authority-eng:HRW,17150212,1801707,,,,
brownfield-site,,,local-authority-eng:WSM,17330013,1801708,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0066,1801709,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0033,1801710,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0020,1801711,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD59,1801712,,,,
brownfield-site,,,local-authority-eng:HIL,SA15,1801713,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0023,1801714,,,,
brownfield-site,,,local-authority-eng:BRY,BLR52,1801715,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0040,1801716,,,,
brownfield-site,,,local-authority-eng:HIL,SA25,1801717,,,,
brownfield-site,,,local-authority-eng:HIL,65480/APP/2015/1862,1801718,,,,
brownfield-site,,,local-authority-eng:BNE,15/06707/FUL,1801719,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-09,1801720,,,,
brownfield-site,,,local-authority-eng:EAL,GRE1b,1801721,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0018,1801722,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR015,1801723,,,,
brownfield-site,,,local-authority-eng:LEW,LC014,1801724,,,,
brownfield-site,,,local-authority-eng:WSM,17330248,1801725,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP40,1801726,,,,
brownfield-site,,,local-authority-eng:MRT,17240239,1801727,,,,
brownfield-site,,,local-authority-eng:BNE,17/2982/FUL,1801728,,,,
brownfield-site,,,local-authority-eng:EAL,EAL11,1801729,,,,
brownfield-site,,,local-authority-eng:BNE,H/01721/11,1801730,,,,
brownfield-site,,,local-authority-eng:BNE,F/01597/14,1801731,,,,
brownfield-site,,,local-authority-eng:WSM,15/07008/FULL,1801732,,,,
brownfield-site,,,local-authority-eng:BNE,17/0824/FUL,1801733,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-78,1801734,,,,
brownfield-site,,,local-authority-eng:EAL,EAL15,1801735,,,,
brownfield-site,,,local-authority-eng:ISL,ARCH1,1801736,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-3382,1801737,,,,
brownfield-site,,,local-authority-eng:BNE,16/3250/FUL,1801738,,,,
brownfield-site,,,local-authority-eng:HIL,43495/APP/2016/510,1801739,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC031,1801740,,,,
brownfield-site,,,local-authority-eng:BNE,F/04976/13,1801741,,,,
brownfield-site,,,local-authority-eng:HRW,P/2163/15,1801742,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR067,1801743,,,,
brownfield-site,,,local-authority-eng:BNE,15/03343/FUL,1801744,,,,
brownfield-site,,,local-authority-eng:LBH,BLR007,1801745,,,,
brownfield-site,,,local-authority-eng:BNE,16/3265/PNO,1801746,,,,
brownfield-site,,,local-authority-eng:HRW,P/0640/16,1801747,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0155,1801748,,,,
brownfield-site,,,local-authority-eng:MRT,17240043,1801749,,,,
brownfield-site,,,local-authority-eng:LEW,LC017,1801750,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/37,1801751,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR066,1801752,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_21,1801753,,,,
brownfield-site,,,local-authority-eng:HRW,P/5080/15,1801754,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP29,1801755,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0045,1801756,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0048,1801757,,,,
brownfield-site,,,local-authority-eng:BNE,16/7594/FUL,1801758,,,,
brownfield-site,,,local-authority-eng:ISL,BC31,1801759,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0085,1801760,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0077,1801761,,,,
brownfield-site,,,local-authority-eng:BRY,BLR49,1801762,,,,
brownfield-site,,,local-authority-eng:MRT,17240218,1801763,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0049,1801764,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-94,1801765,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD18,1801766,,,,
brownfield-site,,,local-authority-eng:KEC,17200011,1801767,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR032,1801768,,,,
brownfield-site,,,local-authority-eng:LBH,BLR006,1801769,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2681,1801770,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0110,1801771,,,,
brownfield-site,,,local-authority-eng:BRY,BLR10,1801772,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0064,1801773,,,,
brownfield-site,,,local-authority-eng:BNE,14/07124/FUL,1801774,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0142,1801775,,,,
brownfield-site,,,local-authority-eng:SWK,NSP29,1801776,,,,
brownfield-site,,,local-authority-eng:MRT,17240242,1801777,,,,
brownfield-site,,,local-authority-eng:BRY,BLR19,1801778,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0083,1801779,,,,
brownfield-site,,,local-authority-eng:BNE,15/07359/HSE,1801780,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/9,1801781,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0067,1801782,,,,
brownfield-site,,,local-authority-eng:BEN,BR00009,1801783,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0140,1801784,,,,
brownfield-site,,,local-authority-eng:HRW,P/0133/17,1801785,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP31,1801786,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0044,1801787,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/5073/FUL,1801788,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD25,1801789,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-4003,1801790,,,,
brownfield-site,,,local-authority-eng:HRW,AAP Site 17,1801791,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/4758/FUL,1801792,,,,
brownfield-site,,,local-authority-eng:EAL,GRE2,1801793,,,,
brownfield-site,,,local-authority-eng:WSM,17330324,1801794,,,,
brownfield-site,,,local-authority-eng:HRW,P/1470/17/PRIOR,1801795,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR010,1801796,,,,
brownfield-site,,,local-authority-eng:EAL,161362FUL,1801797,,,,
brownfield-site,,,local-authority-eng:HIL,2645/APP/2016/4571,1801798,,,,
brownfield-site,,,local-authority-eng:HIL,2695/APP/2016/79,1801799,,,,
brownfield-site,,,local-authority-eng:BRY,BLR41,1801800,,,,
brownfield-site,,,local-authority-eng:ISL,BC33,1801801,,,,
brownfield-site,,,local-authority-eng:BEN,BR00097,1801802,,,,
brownfield-site,,,local-authority-eng:KEC,17200140,1801803,,,,
brownfield-site,,,local-authority-eng:BEN,BR00034,1801804,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_17,1801805,,,,
brownfield-site,,,local-authority-eng:WSM,17330071,1801806,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0121,1801807,,,,
brownfield-site,,,local-authority-eng:BNE,17/2355/PNO,1801808,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0072,1801809,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:010094370756,1801810,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP16,1801811,,,,
brownfield-site,,,local-authority-eng:BNE,15/07820/FUL,1801812,,,,
brownfield-site,,,local-authority-eng:WFT,LHCSS17310209,1801813,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC009,1801814,,,,
brownfield-site,,,local-authority-eng:HRY,17140226,1801815,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0144,1801816,,,,
brownfield-site,,,local-authority-eng:ISL,FP1,1801817,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF007,1801818,,,,
brownfield-site,,,local-authority-eng:SWK,NSP85,1801819,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/16,1801820,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0015,1801821,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/21,1801822,,,,
brownfield-site,,,local-authority-eng:WSM,17330003,1801823,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0009,1801824,,,,
brownfield-site,,,local-authority-eng:HRY,17140358,1801825,,,,
brownfield-site,,,local-authority-eng:EAL,SOU3a,1801826,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0008,1801827,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_18,1801828,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-1330,1801829,,,,
brownfield-site,,,local-authority-eng:NWM,HSG26,1801830,,,,
brownfield-site,,,local-authority-eng:HIL,24043/APP/2016/3069,1801831,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR018,1801832,,,,
brownfield-site,,,local-authority-eng:BNE,15/00750/FUL,1801833,,,,
brownfield-site,,,local-authority-eng:BNE,15/07170/FUL,1801834,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0147,1801835,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0137,1801836,,,,
brownfield-site,,,local-authority-eng:EAL,HAN2b,1801837,,,,
brownfield-site,,,local-authority-eng:HRW,P/4150/15,1801838,,,,
brownfield-site,,,local-authority-eng:MRT,17240216,1801839,,,,
brownfield-site,,,local-authority-eng:HIL,1425/APP/2011/3040,1801840,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0097,1801841,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0046,1801842,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR014,1801843,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0150,1801844,,,,
brownfield-site,,,local-authority-eng:BNE,16/3828/FUL,1801845,,,,
brownfield-site,,,local-authority-eng:MRT,03/P0216,1801846,,,,
brownfield-site,,,local-authority-eng:LBH,BLR034,1801847,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/1017/FUL,1801848,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0084,1801849,,,,
brownfield-site,,,local-authority-eng:WSM,14/10918/FULL,1801850,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0096,1801851,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR035,1801852,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0067,1801853,,,,
brownfield-site,,,local-authority-eng:ISL,TRAJ5,1801854,,,,
brownfield-site,,,local-authority-eng:ISL,BC34,1801855,,,,
brownfield-site,,,local-authority-eng:SWK,NSP60,1801856,,,,
brownfield-site,,,local-authority-eng:WSM,14/06963/FULL,1801857,,,,
brownfield-site,,,local-authority-eng:WSM,16/12289/FULL,1801858,,,,
brownfield-site,,,local-authority-eng:LEW,LC025,1801859,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD19,1801860,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0011,1801861,,,,
brownfield-site,,,local-authority-eng:NWM,HSG31,1801862,,,,
brownfield-site,,,local-authority-eng:WSM,17330107,1801863,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD28,1801864,,,,
brownfield-site,,,local-authority-eng:HRW,17150151,1801865,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-65,1801866,,,,
brownfield-site,,,local-authority-eng:KEC,17200010,1801867,,,,
brownfield-site,,,local-authority-eng:HIL,63937/APP/2016/1895,1801868,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR054,1801869,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0147,1801870,,,,
brownfield-site,,,local-authority-eng:LEW,BK002,1801871,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0097,1801872,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0099,1801873,,,,
brownfield-site,,,local-authority-eng:WSM,15/05254/FULL,1801874,,,,
brownfield-site,,,local-authority-eng:ISL,TRAJ2,1801875,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/30,1801876,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0014,1801877,,,,
brownfield-site,,,local-authority-eng:BRY,BLR3,1801878,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0122,1801879,,,,
brownfield-site,,,local-authority-eng:HIL,43016/APP/2016/2840,1801880,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0145,1801881,,,,
brownfield-site,,,local-authority-eng:BRY,BLR28,1801882,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0114,1801883,,,,
brownfield-site,,,local-authority-eng:BRY,BLR21,1801884,,,,
brownfield-site,,,local-authority-eng:WSM,17330239,1801885,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0136,1801886,,,,
brownfield-site,,,local-authority-eng:LEW,LG003,1801887,,,,
brownfield-site,,,local-authority-eng:HRW,P/1870/13,1801888,,,,
brownfield-site,,,local-authority-eng:HIL,SA3(bi),1801889,,,,
brownfield-site,,,local-authority-eng:MRT,17240225,1801890,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0158,1801891,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR019,1801892,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/31,1801893,,,,
brownfield-site,,,local-authority-eng:HRW,P/0586/15,1801894,,,,
brownfield-site,,,local-authority-eng:WSM,11/04623/FULL,1801895,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0025,1801896,,,,
brownfield-site,,,local-authority-eng:WSM,14/06375/FULL,1801897,,,,
brownfield-site,,,local-authority-eng:WSM,17330134,1801898,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/18,1801899,,,,
brownfield-site,,,local-authority-eng:LBH,BLR005,1801900,,,,
brownfield-site,,,local-authority-eng:ISL,P090774,1801901,,,,
brownfield-site,,,local-authority-eng:HRW,P/2103/14,1801902,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/0294/FUL,1801903,,,,
brownfield-site,,,local-authority-eng:BEN,BR00048,1801904,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/8,1801905,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP63,1801906,,,,
brownfield-site,,,local-authority-eng:WSM,17330224,1801907,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0124,1801908,,,,
brownfield-site,,,local-authority-eng:WSM,17330192,1801909,,,,
brownfield-site,,,local-authority-eng:HRW,P/3820/15,1801910,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC001,1801911,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0152,1801912,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0148,1801913,,,,
brownfield-site,,,local-authority-eng:BNE,16/8115/FUL,1801914,,,,
brownfield-site,,,local-authority-eng:MRT,17240016,1801915,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_20,1801916,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0125,1801917,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-95,1801918,,,,
brownfield-site,,,local-authority-eng:HRY,17140365,1801919,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-3024,1801920,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0031,1801921,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2014/2464,1801922,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR017,1801923,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0160,1801924,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/2915,1801925,,,,
brownfield-site,,,local-authority-eng:BNE,15/04442/FUL,1801926,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0153,1801927,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0103,1801928,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD27,1801929,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0151,1801930,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0083,1801931,,,,
brownfield-site,,,local-authority-eng:LEW,LC019,1801932,,,,
