prefix,resource,organisation,reference,entity
development-policy-area,,local-authority-eng:BUC,LPD21J,5300059
development-policy-area,,local-authority-eng:BUC,LPD21K,5300060
development-policy-area,,local-authority-eng:BUC,LPD21L,5300061
development-policy-area,,local-authority-eng:BUC,LPD21M,5300062
development-policy-area,,local-authority-eng:BUC,LPD21N,5300063
development-policy-area,,local-authority-eng:BUC,LPD21O,5300064
development-policy-area,,local-authority-eng:BUC,LPD21P,5300065
development-policy-area,,local-authority-eng:BUC,LPD21Q,5300066
development-policy-area,,local-authority-eng:BUC,LPD21R,5300067
development-policy-area,,local-authority-eng:BUC,LPD21S,5300068
development-policy-area,,local-authority-eng:BUC,LPD21T,5300069
development-policy-area,,local-authority-eng:BUC,LPD21U,5300070
development-policy-area,,local-authority-eng:BUC,LPD21V,5300071
development-policy-area,,local-authority-eng:BUC,LPD21W,5300072
development-policy-area,,local-authority-eng:BUC,LPEM15,5300073
development-policy-area,,local-authority-eng:BUC,LPEM17,5300074
development-policy-area,,local-authority-eng:BUC,LPEM7,5300075
development-policy-area,,local-authority-eng:BUC,LPEM10,5300076
development-policy-area,,local-authority-eng:BUC,LPEMG,5300077
development-policy-area,,local-authority-eng:BUC,LPEMM,5300078
development-policy-area,,local-authority-eng:BUC,LPEMJ,5300079
development-policy-area,,local-authority-eng:BUC,LPEMK,5300080
development-policy-area,,local-authority-eng:BUC,LPEMP,5300081
development-policy-area,,local-authority-eng:BUC,LPEMS,5300082
development-policy-area,,local-authority-eng:BUC,LPEMC,5300083
development-policy-area,,local-authority-eng:BUC,LPEMI,5300084
development-policy-area,,local-authority-eng:BUC,LPEMH,5300085
development-policy-area,,local-authority-eng:BUC,LPEMB,5300086
development-policy-area,,local-authority-eng:BUC,NDLV,5300087
development-policy-area,,local-authority-eng:BUC,NNHA,5300088
development-policy-area,,local-authority-eng:BUC,NRLVDRI,5300089
development-policy-area,,local-authority-eng:BUC,NLGSD,5300090
development-policy-area,,local-authority-eng:BUC,NSSBS,5300091
development-policy-area,,local-authority-eng:BUC,NSMPH,5300092
development-policy-area,,local-authority-eng:BUC,NSATR,5300093
development-policy-area,,local-authority-eng:BUC,NSABBR,5300094
development-policy-area,,local-authority-eng:BUC,NSATRCW,5300095
development-policy-area,,local-authority-eng:BUC,NSARF,5300096
development-policy-area,,local-authority-eng:BUC,NSARHF,5300097
development-policy-area,,local-authority-eng:BUC,NSAAF,5300098
development-policy-area,,local-authority-eng:BUC,LPQUC,5300099
development-policy-area,,local-authority-eng:BUC,NDHNA,5300100
development-policy-area,,local-authority-eng:BUC,LPHW18,5300101
development-policy-area,,local-authority-eng:BUC,LPPR13,5300102
development-policy-area,,local-authority-eng:BUC,LPPR14,5300103
development-policy-area,,local-authority-eng:BUC,W23,5300104
development-policy-area,,local-authority-eng:BUC,NBSB,5300105
development-policy-area,,local-authority-eng:BUC,NPP1,5300106
development-policy-area,,local-authority-eng:BUC,NPP12,5300107
development-policy-area,,local-authority-eng:BUC,NPP3,5300108
