prefix,resource,entry-number,organisation,reference,entity
statistical-geography,,,,E63007458,2500366
statistical-geography,,,,E63007459,2500367
statistical-geography,,,,E63007460,2500368
statistical-geography,,,,E63007461,2500369
statistical-geography,,,,E63007462,2500370
statistical-geography,,,,E63007463,2500371
statistical-geography,,,,E63007464,2500372
statistical-geography,,,,E63007465,2500373
statistical-geography,,,,E63007466,2500374
statistical-geography,,,,E63007467,2500375
statistical-geography,,,,E63007468,2500376
statistical-geography,,,,E63007469,2500377
statistical-geography,,,,E63007470,2500378
statistical-geography,,,,E63007471,2500379
statistical-geography,,,,E63007472,2500380
statistical-geography,,,,E63007473,2500381
statistical-geography,,,,E63007474,2500382
statistical-geography,,,,E63007475,2500383
statistical-geography,,,,E63007476,2500384
statistical-geography,,,,E63007477,2500385
statistical-geography,,,,E63007478,2500386
statistical-geography,,,,E63007479,2500387
statistical-geography,,,,E63007480,2500388
statistical-geography,,,,E63007481,2500389
statistical-geography,,,,E63007482,2500390
statistical-geography,,,,E63007483,2500391
statistical-geography,,,,E63007484,2500392
statistical-geography,,,,E63007485,2500393
statistical-geography,,,,E63007486,2500394
statistical-geography,,,,E63007487,2500395
statistical-geography,,,,E63007488,2500396
statistical-geography,,,,E63007489,2500397
statistical-geography,,,,E63007490,2500398
statistical-geography,,,,E63007491,2500399
statistical-geography,,,,E63007492,2500400
statistical-geography,,,,E63007493,2500401
statistical-geography,,,,E63007494,2500402
statistical-geography,,,,E63007495,2500403
statistical-geography,,,,E63007496,2500404
statistical-geography,,,,E63007497,2500405
statistical-geography,,,,E63007498,2500406
statistical-geography,,,,E63007499,2500407
statistical-geography,,,,E63007500,2500408
statistical-geography,,,,E63007501,2500409
statistical-geography,,,,E63007502,2500410
statistical-geography,,,,E63007503,2500411
statistical-geography,,,,E63007504,2500412
statistical-geography,,,,E63007505,2500413
statistical-geography,,,,E63007506,2500414
statistical-geography,,,,E63007507,2500415
statistical-geography,,,,E63007508,2500416
statistical-geography,,,,E63007509,2500417
statistical-geography,,,,E63007510,2500418
statistical-geography,,,,E63007511,2500419
statistical-geography,,,,E63007512,2500420
statistical-geography,,,,E63007513,2500421
statistical-geography,,,,E63007514,2500422
statistical-geography,,,,E63007515,2500423
statistical-geography,,,,E63007516,2500424
statistical-geography,,,,E63007517,2500425
statistical-geography,,,,E63007518,2500426
statistical-geography,,,,E63007519,2500427
statistical-geography,,,,E63007520,2500428
statistical-geography,,,,E63007521,2500429
statistical-geography,,,,E63007522,2500430
statistical-geography,,,,E63007523,2500431
statistical-geography,,,,E63007524,2500432
statistical-geography,,,,E63007525,2500433
statistical-geography,,,,E63007526,2500434
statistical-geography,,,,E63007527,2500435
statistical-geography,,,,E63007528,2500436
statistical-geography,,,,E63007529,2500437
statistical-geography,,,,E63007530,2500438
statistical-geography,,,,E63007531,2500439
statistical-geography,,,,E63007532,2500440
statistical-geography,,,,E63007533,2500441
statistical-geography,,,,E63007534,2500442
statistical-geography,,,,E63007535,2500443
statistical-geography,,,,E63007536,2500444
statistical-geography,,,,E63007537,2500445
statistical-geography,,,,E63007538,2500446
statistical-geography,,,,E63007539,2500447
statistical-geography,,,,E63007540,2500448
statistical-geography,,,,E63007541,2500449
statistical-geography,,,,E63007542,2500450
statistical-geography,,,,E63007543,2500451
statistical-geography,,,,E63007544,2500452
statistical-geography,,,,E63007545,2500453
statistical-geography,,,,E63007546,2500454
statistical-geography,,,,E63007547,2500455
statistical-geography,,,,E63007548,2500456
statistical-geography,,,,E63007549,2500457
statistical-geography,,,,E63007550,2500458
statistical-geography,,,,E63007551,2500459
statistical-geography,,,,E63007552,2500460
statistical-geography,,,,E63007553,2500461
statistical-geography,,,,E63007554,2500462
statistical-geography,,,,E63007555,2500463
statistical-geography,,,,E63007556,2500464
statistical-geography,,,,E63007557,2500465
statistical-geography,,,,E63007558,2500466
statistical-geography,,,,E63007559,2500467
statistical-geography,,,,E63007560,2500468
statistical-geography,,,,E63007561,2500469
statistical-geography,,,,E63007562,2500470
statistical-geography,,,,E63007563,2500471
statistical-geography,,,,E63007564,2500472
statistical-geography,,,,E63007565,2500473
statistical-geography,,,,E63007566,2500474
statistical-geography,,,,E63007567,2500475
statistical-geography,,,,E63007568,2500476
statistical-geography,,,,E63007569,2500477
statistical-geography,,,,E63007570,2500478
statistical-geography,,,,E63007571,2500479
statistical-geography,,,,E63007572,2500480
statistical-geography,,,,E63007573,2500481
statistical-geography,,,,E63007574,2500482
statistical-geography,,,,E63007575,2500483
statistical-geography,,,,E63007576,2500484
statistical-geography,,,,E63007577,2500485
statistical-geography,,,,E63007578,2500486
statistical-geography,,,,E63007579,2500487
statistical-geography,,,,E63007580,2500488
statistical-geography,,,,E63007581,2500489
statistical-geography,,,,E63007582,2500490
statistical-geography,,,,E63007583,2500491
statistical-geography,,,,E63007584,2500492
statistical-geography,,,,E63007585,2500493
statistical-geography,,,,E63007586,2500494
statistical-geography,,,,E63007587,2500495
statistical-geography,,,,E63007588,2500496
statistical-geography,,,,E63007589,2500497
statistical-geography,,,,E63007590,2500498
statistical-geography,,,,E63007591,2500499
statistical-geography,,,,E63007592,2500500
statistical-geography,,,,E63007593,2500501
statistical-geography,,,,E63007594,2500502
statistical-geography,,,,E63007595,2500503
statistical-geography,,,,E63007596,2500504
statistical-geography,,,,E63007597,2500505
statistical-geography,,,,E63007598,2500506
statistical-geography,,,,E63007599,2500507
statistical-geography,,,,E63007600,2500508
statistical-geography,,,,E63007601,2500509
statistical-geography,,,,E63007602,2500510
statistical-geography,,,,E63007603,2500511
statistical-geography,,,,E63007604,2500512
statistical-geography,,,,E63007605,2500513
statistical-geography,,,,E63007606,2500514
statistical-geography,,,,E63007607,2500515
statistical-geography,,,,E63007608,2500516
statistical-geography,,,,E63007609,2500517
statistical-geography,,,,E63007610,2500518
statistical-geography,,,,E63007611,2500519
statistical-geography,,,,E63007612,2500520
statistical-geography,,,,E63007613,2500521
statistical-geography,,,,E63007614,2500522
statistical-geography,,,,E63007615,2500523
statistical-geography,,,,E63007616,2500524
statistical-geography,,,,E63007617,2500525
statistical-geography,,,,E63007618,2500526
statistical-geography,,,,E63007619,2500527
statistical-geography,,,,E63007620,2500528
statistical-geography,,,,E63007621,2500529
statistical-geography,,,,E63007622,2500530
statistical-geography,,,,E63007623,2500531
statistical-geography,,,,E63007624,2500532
statistical-geography,,,,E63007625,2500533
statistical-geography,,,,E63007626,2500534
statistical-geography,,,,E63007627,2500535
statistical-geography,,,,E63007628,2500536
statistical-geography,,,,E63007629,2500537
statistical-geography,,,,E63007630,2500538
statistical-geography,,,,E63007631,2500539
statistical-geography,,,,E63007632,2500540
statistical-geography,,,,E63007633,2500541
statistical-geography,,,,E63007634,2500542
statistical-geography,,,,E63007635,2500543
statistical-geography,,,,E63007636,2500544
statistical-geography,,,,E63007637,2500545
statistical-geography,,,,E63007638,2500546
statistical-geography,,,,E63007639,2500547
statistical-geography,,,,E63007640,2500548
statistical-geography,,,,E63007641,2500549
statistical-geography,,,,E63007642,2500550
statistical-geography,,,,E63007643,2500551
statistical-geography,,,,E63007644,2500552
statistical-geography,,,,E63007645,2500553
statistical-geography,,,,E63007646,2500554
statistical-geography,,,,E63007647,2500555
statistical-geography,,,,E63007648,2500556
statistical-geography,,,,E63007649,2500557
statistical-geography,,,,E63007650,2500558
statistical-geography,,,,E63007651,2500559
statistical-geography,,,,E63007652,2500560
statistical-geography,,,,E63007653,2500561
statistical-geography,,,,E63007654,2500562
statistical-geography,,,,E63007655,2500563
statistical-geography,,,,E63007656,2500564
statistical-geography,,,,E63007657,2500565
statistical-geography,,,,E63007658,2500566
statistical-geography,,,,E63007659,2500567
statistical-geography,,,,E63007660,2500568
statistical-geography,,,,E63007661,2500569
statistical-geography,,,,E63007662,2500570
statistical-geography,,,,E63007663,2500571
statistical-geography,,,,E63007664,2500572
statistical-geography,,,,E63007665,2500573
statistical-geography,,,,E63007666,2500574
statistical-geography,,,,E63007667,2500575
statistical-geography,,,,E63007668,2500576
statistical-geography,,,,E63007669,2500577
statistical-geography,,,,E63007670,2500578
statistical-geography,,,,E63007671,2500579
statistical-geography,,,,E63007672,2500580
statistical-geography,,,,E63007673,2500581
statistical-geography,,,,E63007674,2500582
statistical-geography,,,,E63007675,2500583
statistical-geography,,,,E63007676,2500584
statistical-geography,,,,E63007677,2500585
statistical-geography,,,,E63007678,2500586
statistical-geography,,,,E63007679,2500587
statistical-geography,,,,E63007680,2500588
statistical-geography,,,,E63007681,2500589
statistical-geography,,,,E63007682,2500590
statistical-geography,,,,E63007683,2500591
statistical-geography,,,,E63007684,2500592
statistical-geography,,,,E63007685,2500593
statistical-geography,,,,E63007686,2500594
statistical-geography,,,,E63007687,2500595
statistical-geography,,,,E63007688,2500596
statistical-geography,,,,E63007689,2500597
statistical-geography,,,,E63007690,2500598
statistical-geography,,,,E63007691,2500599
statistical-geography,,,,E63007692,2500600
statistical-geography,,,,E63007693,2500601
statistical-geography,,,,E63007694,2500602
statistical-geography,,,,E63007695,2500603
statistical-geography,,,,E63007696,2500604
statistical-geography,,,,E63007697,2500605
statistical-geography,,,,E63007698,2500606
statistical-geography,,,,E63007699,2500607
statistical-geography,,,,E63007700,2500608
statistical-geography,,,,E63007701,2500609
statistical-geography,,,,E63007702,2500610
statistical-geography,,,,E63007703,2500611
statistical-geography,,,,E63007704,2500612
statistical-geography,,,,E63007705,2500613
statistical-geography,,,,E63007706,2500614
statistical-geography,,,,E63007707,2500615
statistical-geography,,,,E63007708,2500616
statistical-geography,,,,E63007709,2500617
statistical-geography,,,,E63007710,2500618
statistical-geography,,,,E63007711,2500619
statistical-geography,,,,E63007712,2500620
statistical-geography,,,,E63007713,2500621
statistical-geography,,,,E63007714,2500622
statistical-geography,,,,E63007715,2500623
statistical-geography,,,,E63007716,2500624
statistical-geography,,,,E63007717,2500625
statistical-geography,,,,E63007718,2500626
statistical-geography,,,,E63007719,2500627
statistical-geography,,,,E63007720,2500628
statistical-geography,,,,E63007721,2500629
statistical-geography,,,,E63007722,2500630
statistical-geography,,,,E63007723,2500631
statistical-geography,,,,E63007724,2500632
statistical-geography,,,,E63007725,2500633
statistical-geography,,,,E63007726,2500634
statistical-geography,,,,E63007727,2500635
statistical-geography,,,,E63007728,2500636
statistical-geography,,,,E63007729,2500637
statistical-geography,,,,E63007730,2500638
statistical-geography,,,,E63007731,2500639
statistical-geography,,,,E63007732,2500640
statistical-geography,,,,E63007733,2500641
statistical-geography,,,,E63007734,2500642
statistical-geography,,,,E63007735,2500643
statistical-geography,,,,E63007736,2500644
statistical-geography,,,,E63007737,2500645
statistical-geography,,,,E63007738,2500646
statistical-geography,,,,E63007739,2500647
statistical-geography,,,,E63007740,2500648
statistical-geography,,,,E63007741,2500649
statistical-geography,,,,E63007742,2500650
statistical-geography,,,,E63007743,2500651
statistical-geography,,,,E63007744,2500652
statistical-geography,,,,E63007745,2500653
statistical-geography,,,,E63007746,2500654
statistical-geography,,,,E63007747,2500655
statistical-geography,,,,E63007748,2500656
statistical-geography,,,,E63007749,2500657
statistical-geography,,,,E63007750,2500658
statistical-geography,,,,E63007751,2500659
statistical-geography,,,,E63007752,2500660
statistical-geography,,,,E63007753,2500661
statistical-geography,,,,E63007754,2500662
statistical-geography,,,,E63007755,2500663
statistical-geography,,,,E63007756,2500664
statistical-geography,,,,E63007757,2500665
statistical-geography,,,,E63007758,2500666
statistical-geography,,,,E63007759,2500667
statistical-geography,,,,E63007760,2500668
statistical-geography,,,,E63007761,2500669
statistical-geography,,,,E63007762,2500670
statistical-geography,,,,E63007763,2500671
statistical-geography,,,,E63007764,2500672
statistical-geography,,,,E63007765,2500673
statistical-geography,,,,E63007766,2500674
statistical-geography,,,,E63007767,2500675
statistical-geography,,,,E63007768,2500676
statistical-geography,,,,E63007769,2500677
statistical-geography,,,,E63007770,2500678
statistical-geography,,,,E63007771,2500679
statistical-geography,,,,E63007772,2500680
statistical-geography,,,,E63007773,2500681
statistical-geography,,,,E63007774,2500682
statistical-geography,,,,E63007775,2500683
statistical-geography,,,,E63007776,2500684
statistical-geography,,,,E63007777,2500685
statistical-geography,,,,E63007778,2500686
statistical-geography,,,,E63007779,2500687
statistical-geography,,,,E63007780,2500688
statistical-geography,,,,E63007781,2500689
statistical-geography,,,,E63007782,2500690
statistical-geography,,,,E63007783,2500691
statistical-geography,,,,E63007784,2500692
statistical-geography,,,,E63007785,2500693
statistical-geography,,,,E63007786,2500694
statistical-geography,,,,E63007787,2500695
statistical-geography,,,,E63007788,2500696
statistical-geography,,,,E63007789,2500697
statistical-geography,,,,E63007790,2500698
statistical-geography,,,,E63007791,2500699
statistical-geography,,,,E63007792,2500700
statistical-geography,,,,E63007793,2500701
statistical-geography,,,,E63007794,2500702
statistical-geography,,,,E63007795,2500703
statistical-geography,,,,E63007796,2500704
statistical-geography,,,,E63007797,2500705
statistical-geography,,,,E63007798,2500706
statistical-geography,,,,E63007799,2500707
statistical-geography,,,,E63007800,2500708
statistical-geography,,,,E63007801,2500709
statistical-geography,,,,E63007802,2500710
statistical-geography,,,,E63007803,2500711
statistical-geography,,,,E63007804,2500712
statistical-geography,,,,E63007805,2500713
statistical-geography,,,,E63007806,2500714
statistical-geography,,,,E63007807,2500715
statistical-geography,,,,E63007808,2500716
statistical-geography,,,,E63007809,2500717
statistical-geography,,,,E63007810,2500718
statistical-geography,,,,E63007811,2500719
statistical-geography,,,,E63007812,2500720
statistical-geography,,,,E63007813,2500721
statistical-geography,,,,E63007814,2500722
statistical-geography,,,,E63007815,2500723
statistical-geography,,,,E63007816,2500724
statistical-geography,,,,E63007817,2500725
statistical-geography,,,,E63007818,2500726
statistical-geography,,,,E63007819,2500727
statistical-geography,,,,E63007820,2500728
statistical-geography,,,,E63007821,2500729
statistical-geography,,,,E63007822,2500730
statistical-geography,,,,E63007823,2500731
statistical-geography,,,,E63007824,2500732
statistical-geography,,,,E63007825,2500733
